id;inversor_id;modulo_id;qtd_max
459;31;5;236
460;32;5;252
461;33;5;190
462;34;5;336
463;35;5;336
464;36;5;768
465;37;5;10
466;38;5;14
467;39;5;18
468;40;5;21
469;41;5;27
470;42;5;36
471;43;5;43
472;44;5;54
473;45;5;72
474;46;5;72
475;47;5;84
476;48;5;84
477;49;5;84
478;50;5;84
479;51;5;84
480;52;5;168
481;53;5;272
482;54;5;363
483;55;5;363
484;56;5;896
485;57;5;72
486;58;5;181
487;59;5;272
488;60;5;32
489;61;5;40
490;62;5;46
491;63;5;54
492;64;5;60
493;65;5;68
494;66;5;30
495;67;5;18
496;68;5;27
497;69;5;36
498;70;5;9
499;71;5;10
500;72;5;15
501;73;5;18
502;74;5;22
503;75;5;30
504;76;5;32
505;77;5;46
506;78;5;46
507;79;5;54
508;80;5;61
509;81;5;61
510;82;5;68
511;83;5;77
512;84;5;77
513;85;5;92
514;86;5;92
515;87;5;123
516;88;5;154
517;89;5;181
518;90;5;185
519;91;5;218
520;92;5;231
521;93;5;272
522;94;5;309
523;95;5;340
524;96;5;386
525;97;5;768
526;98;5;18
527;99;5;21
528;100;5;27
529;101;5;36
530;102;5;40
531;103;5;54
532;104;5;54
533;105;5;68
534;106;5;81
535;107;5;136
536;1;6;7
537;2;6;12
538;3;6;14
539;4;6;18
540;5;6;19
541;6;6;24
542;7;6;8
543;8;6;11
544;9;6;14
545;10;6;17
546;11;6;22
547;12;6;22
548;13;6;28
549;14;6;34
550;15;6;40
551;16;6;42
552;17;6;40
553;18;6;48
554;19;6;40
555;20;6;68
556;21;6;71
557;22;6;80
558;23;6;85
559;24;6;80
560;25;6;100
561;26;6;114
562;27;6;122
563;28;6;120
564;29;6;160
565;30;6;171
566;31;6;185
567;32;6;160
568;33;6;170
569;34;6;285
570;35;6;314
571;36;6;360
572;37;6;8
573;38;6;11
574;39;6;14
575;40;6;17
576;41;6;21
577;42;6;28
578;43;6;34
579;44;6;42
580;45;6;57
581;46;6;38
582;47;6;71
583;48;6;71
584;49;6;80
585;50;6;80
586;51;6;80
587;52;6;142
588;53;6;200
589;54;6;200
590;55;6;285
591;56;6;714
592;57;6;57
593;58;6;142
594;59;6;214
595;60;6;25
596;61;6;32
597;62;6;36
598;63;6;42
599;64;6;47
600;65;6;53
601;66;6;24
602;67;6;14
603;68;6;21
604;69;6;28
605;70;6;7
606;71;6;8
607;72;6;12
608;73;6;14
609;74;6;18
610;75;6;24
611;76;6;25
612;77;6;36
613;78;6;36
614;79;6;40
615;80;6;48
616;81;6;48
617;82;6;53
618;83;6;60
619;84;6;60
620;85;6;72
621;86;6;72
622;87;6;97
623;88;6;121
624;89;6;142
625;90;6;145
626;91;6;171
627;92;6;182
628;93;6;214
629;94;6;242
630;95;6;267
631;96;6;303
632;97;6;360
633;98;6;14
634;99;6;17
635;100;6;21
636;101;6;28
637;102;6;32
638;103;6;42
639;104;6;42
640;105;6;53
641;106;6;64
642;107;6;107
643;1;7;7
644;2;7;13
645;3;7;15
646;4;7;19
647;5;7;20
648;6;7;26
649;7;7;9
650;8;7;11
651;9;7;15
652;10;7;18
653;11;7;22
654;12;7;22
655;13;7;30
656;14;7;36
657;15;7;40
658;16;7;46
659;17;7;40
660;18;7;52
661;19;7;61
662;20;7;73
663;21;7;76
664;22;7;80
665;23;7;92
666;24;7;80
667;25;7;107
668;26;7;120
669;27;7;132
670;28;7;153
671;29;7;160
672;30;7;184
673;31;7;200
674;32;7;160
675;33;7;170
676;34;7;307
677;35;7;320
678;36;7;720
679;37;7;9
680;38;7;12
681;39;7;15
682;40;7;18
683;41;7;23
684;42;7;30
685;43;7;36
686;44;7;46
687;45;7;61
688;46;7;38
689;47;7;76
690;48;7;76
691;49;7;80
692;50;7;80
693;51;7;80
694;52;7;153
695;53;7;200
696;54;7;200
697;55;7;307
698;56;7;720
699;57;7;60
700;58;7;153
701;59;7;230
702;60;7;27
703;61;7;34
704;62;7;39
705;63;7;46
706;64;7;50
707;65;7;57
708;66;7;26
709;67;7;15
710;68;7;23
711;69;7;30
712;70;7;7
713;71;7;9
