id;inversor_id;modulo_id;qtd_max
1658;53;16;200
1659;54;16;200
1660;55;16;312
1661;56;16;720
1662;57;16;60
1663;58;16;156
1664;59;16;234
1665;60;16;28
1666;61;16;35
1667;62;16;39
1668;63;16;46
1669;64;16;51
1670;65;16;58
1671;66;16;26
1672;67;16;15
1673;68;16;23
1674;69;16;31
1675;70;16;7
1676;71;16;9
1677;72;16;13
1678;73;16;15
1679;74;16;19
1680;75;16;26
1681;76;16;27
1682;77;16;39
1683;78;16;39
1684;79;16;46
1685;80;16;53
1686;81;16;53
1687;82;16;58
1688;83;16;66
1689;84;16;66
1690;85;16;79
1691;86;16;79
1692;87;16;106
1693;88;16;132
1694;89;16;156
1695;90;16;159
1696;91;16;187
1697;92;16;199
1698;93;16;234
1699;94;16;265
1700;95;16;292
1701;96;16;332
1702;97;16;664
1703;98;16;15
1704;99;16;18
1705;100;16;23
1706;101;16;31
1707;102;16;34
1708;103;16;46
1709;104;16;46
1710;105;16;57
1711;106;16;69
1712;107;16;115
1713;1;17;6
1714;2;17;11
1715;3;17;13
1716;4;17;17
1717;5;17;18
1718;6;17;23
1719;7;17;8
1720;8;17;10
1721;9;17;13
1722;10;17;16
1723;11;17;21
1724;12;17;22
1725;13;17;27
1726;14;17;32
1727;15;17;40
1728;16;17;41
1729;17;17;40
1730;18;17;46
1731;19;17;40
1732;20;17;65
1733;21;17;68
1734;22;17;80
1735;23;17;82
1736;24;17;80
1737;25;17;95
1738;26;17;109
1739;27;17;117
1740;28;17;120
1741;29;17;160
1742;30;17;164
1743;31;17;178
1744;32;17;160
1745;33;17;180
1746;34;17;273
1747;35;17;301
1748;36;17;360
1749;37;17;8
1750;38;17;10
1751;39;17;13
1752;40;17;16
1753;41;17;20
1754;42;17;27
1755;43;17;32
1756;44;17;41
1757;45;17;54
1758;46;17;38
1759;47;17;68
1760;48;17;68
1761;49;17;80
1762;50;17;80
1763;51;17;80
1764;52;17;136
1765;53;17;200
1766;54;17;200
1767;55;17;273
1768;56;17;684
1769;57;17;54
1770;58;17;136
1771;59;17;205
1772;60;17;24
1773;61;17;30
1774;62;17;34
1775;63;17;41
1776;64;17;45
1777;65;17;51
1778;66;17;23
1779;67;17;13
1780;68;17;20
1781;69;17;27
1782;70;17;6
1783;71;17;8
1784;72;17;11
1785;73;17;13
1786;74;17;17
1787;75;17;23
1788;76;17;24
1789;77;17;34
1790;78;17;34
1791;79;17;40
1792;80;17;46
1793;81;17;46
1794;82;17;51
1795;83;17;58
1796;84;17;58
1797;85;17;69
1798;86;17;69
1799;87;17;93
1800;88;17;116
1801;89;17;136
1802;90;17;139
1803;91;17;164
1804;92;17;174
1805;93;17;205
1806;94;17;232
1807;95;17;256
1808;96;17;291
1809;97;17;360
1810;98;17;13
1811;99;17;16
1812;100;17;20
1813;101;17;27
1814;102;17;30
1815;103;17;41
1816;104;17;41
1817;105;17;51
1818;106;17;64
1819;107;17;102
1820;1;18;8
1821;2;18;13
1822;3;18;16
1823;4;18;20
1824;5;18;21
1825;6;18;27
1826;7;18;9
1827;8;18;11
1828;9;18;16
1829;10;18;19
1830;11;18;22
1831;12;18;22
1832;13;18;32
1833;14;18;38
1834;15;18;40
1835;16;18;49
1836;17;18;40
1837;18;18;54
1838;19;18;64
1839;20;18;77
1840;21;18;80
1841;22;18;80
1842;23;18;96
1843;24;18;80
1844;25;18;112
1845;26;18;120
1846;27;18;138
1847;28;18;160
1848;29;18;160
1849;30;18;193
1850;31;18;209
1851;32;18;160
1852;33;18;180
1853;34;18;320
1854;35;18;320
1855;36;18;720
1856;37;18;9
1857;38;18;12
1858;39;18;16
1859;40;18;19
1860;41;18;24
1861;42;18;32
1862;43;18;38
1863;44;18;48
1864;45;18;64
1865;46;18;38
1866;47;18;80
1867;48;18;80
1868;49;18;80
1869;50;18;80
1870;51;18;80
1871;52;18;160
1872;53;18;200
1873;54;18;200
1874;55;18;322
1875;56;18;806
1876;57;18;60
1877;58;18;161
1878;59;18;241
1879;60;18;29
1880;61;18;36
1881;62;18;41
1882;63;18;48
1883;64;18;53
1884;65;18;60
1885;66;18;27
1886;67;18;16
1887;68;18;24
1888;69;18;32
1889;70;18;7
1890;71;18;9
1891;72;18;13
1892;73;18;16
1893;74;18;20
1894;75;18;27
1895;76;18;28
1896;77;18;41
1897;78;18;41
1898;79;18;40
1899;80;18;54
1900;81;18;54
1901;82;18;60
1902;83;18;68
1903;84;18;68
1904;85;18;82
1905;86;18;82
1906;87;18;109
1907;88;18;137
1908;89;18;161
1909;90;18;164
1910;91;18;193
1911;92;18;205
1912;93;18;241
1913;94;18;274
1914;95;18;301
1915;96;18;342
1916;97;18;360
1917;98;18;16
1918;99;18;19
1919;100;18;24
1920;101;18;32
1921;102;18;36
1922;103;18;48
1923;104;18;48
1924;105;18;60
1925;106;18;72
1926;107;18;120
1927;1;19;8
1928;2;19;13
1929;3;19;16
1930;4;19;20
1931;5;19;21
1932;6;19;27
1933;7;19;9
1934;8;19;11
1935;9;19;16
1936;10;19;19
1937;11;19;22
1938;12;19;22
1939;13;19;32
1940;14;19;38
1941;15;19;40
1942;16;19;48
1943;17;19;40
1944;18;19;54
1945;19;19;64
1946;20;19;77
1947;21;19;80
1948;22;19;80
1949;23;19;96
1950;24;19;80
1951;25;19;112
1952;26;19;120
1953;27;19;138
1954;28;19;160
1955;29;19;160
1956;30;19;193
1957;31;19;209
1958;32;19;160
1959;33;19;180
1960;34;19;320
1961;35;19;320
1962;36;19;744
1963;37;19;9
1964;38;19;12
1965;39;19;16
1966;40;19;19
1967;41;19;24
1968;42;19;32
1969;43;19;38
1970;44;19;48
1971;45;19;64
1972;46;19;38
1973;47;19;80
1974;48;19;80
1975;49;19;80
1976;50;19;80
1977;51;19;80
1978;52;19;160
1979;53;19;200
1980;54;19;200
1981;55;19;322
1982;56;19;806
1983;57;19;60
1984;58;19;161
1985;59;19;241
1986;60;19;29
1987;61;19;36
1988;62;19;41
1989;63;19;48
1990;64;19;53
1991;65;19;60
1992;66;19;27
1993;67;19;16
1994;68;19;24
1995;69;19;32
1996;70;19;7
1997;71;19;9
1998;72;19;13
1999;73;19;16
2000;74;19;20
2001;75;19;27
2002;76;19;28
2003;77;19;41
2004;78;19;41
2005;79;19;40
2006;80;19;54
2007;81;19;54
2008;82;19;60
2009;83;19;68
2010;84;19;68
2011;85;19;82
2012;86;19;82
2013;87;19;109
2014;88;19;137
2015;89;19;161
2016;90;19;164
2017;91;19;193
2018;92;19;205
2019;93;19;241
2020;94;19;274
2021;95;19;301
2022;96;19;342
2023;97;19;372
2024;98;19;16
2025;99;19;19
2026;100;19;24
2027;101;19;32
2028;102;19;36
2029;103;19;48
2030;104;19;48
2031;105;19;60
2032;106;19;72
2033;107;19;120
2034;1;20;8
2035;2;20;13
2036;3;20;16
2037;4;20;20
2038;5;20;21
2039;6;20;27
2040;7;20;9
2041;8;20;11
2042;9;20;16
2043;10;20;19
2044;11;20;22
2045;12;20;22
2046;13;20;32
2047;14;20;38
2048;15;20;40
2049;16;20;48
2050;17;20;40
2051;18;20;54
2052;19;20;64
2053;20;20;76
2054;21;20;80
2055;22;20;80
2056;23;20;96
2057;24;20;80
2058;25;20;112
2059;26;20;120
2060;27;20;137
2061;28;20;160
2062;29;20;160
2063;30;20;192
2064;31;20;208
2065;32;20;160
2066;33;20;180
2067;34;20;320
2068;35;20;320
2069;36;20;744
2070;37;20;9
2071;38;20;12
2072;39;20;16
2073;40;20;19
2074;41;20;24
2075;42;20;32
2076;43;20;38
2077;44;20;48
2078;45;20;64
2079;46;20;38
2080;47;20;80
2081;48;20;80
2082;49;20;80
2083;50;20;80
2084;51;20;80
2085;52;20;160
2086;53;20;200
2087;54;20;200
2088;55;20;320
2089;56;20;800
2090;57;20;60
2091;58;20;160
2092;59;20;240
2093;60;20;28
2094;61;20;36
2095;62;20;40
2096;63;20;48
2097;64;20;52
2098;65;20;60
2099;66;20;27
2100;67;20;16
2101;68;20;24
2102;69;20;32
2103;70;20;7
2104;71;20;9
2105;72;20;13
2106;73;20;16
2107;74;20;20
2108;75;20;27
2109;76;20;28
2110;77;20;40
2111;78;20;40
2112;79;20;40
2113;80;20;54
2114;81;20;54
2115;82;20;60
2116;83;20;68
2117;84;20;68
2118;85;20;81
2119;86;20;81
2120;87;20;108
2121;88;20;136
2122;89;20;160
2123;90;20;163
2124;91;20;192
2125;92;20;204
2126;93;20;240
2127;94;20;272
2128;95;20;299
2129;96;20;340
2130;97;20;372
2131;98;20;16
2132;99;20;19
2133;100;20;24
2134;101;20;32
2135;102;20;36
2136;103;20;48
2137;104;20;48
2138;105;20;60
2139;106;20;72
2140;107;20;120
2141;1;21;8
2142;2;21;14
2143;3;21;17
2144;4;21;22
2145;5;21;23
2146;6;21;29
2147;7;21;10
2148;8;21;12
2149;9;21;17
2150;10;21;21
2151;11;21;28
2152;12;21;35
2153;13;21;35
2154;14;21;42
2155;15;21;52
2156;16;21;52
2157;17;21;59
2158;18;21;59
2159;19;21;70
2160;20;21;84
2161;21;21;87
2162;22;21;105
2163;23;21;105
2164;24;21;115
2165;25;21;122
2166;26;21;140
2167;27;21;150
2168;28;21;175
2169;29;21;210
2170;30;21;210
2171;31;21;228
2172;32;21;263
2173;33;21;190
2174;34;21;350
2175;35;21;352
2176;36;21;792
2177;37;21;10
2178;38;21;14
2179;39;21;17
2180;40;21;21
2181;41;21;26
2182;42;21;35
2183;43;21;42
2184;44;21;52
2185;45;21;70
2186;46;21;40
2187;47;21;87
2188;48;21;87
2189;49;21;88
2190;50;21;88
2191;51;21;88
2192;52;21;175
2193;53;21;220
2194;54;21;220
2195;55;21;350
2196;56;21;877
2197;57;21;64
2198;58;21;175
2199;59;21;263
2200;60;21;31
2201;61;21;39
2202;62;21;44
2203;63;21;52
2204;64;21;57
2205;65;21;65
2206;66;21;29
2207;67;21;17
2208;68;21;26
2209;69;21;35
2210;70;21;8
2211;71;21;10
2212;72;21;14
2213;73;21;17
2214;74;21;22
2215;75;21;29
2216;76;21;31
2217;77;21;44
2218;78;21;44
2219;79;21;52
2220;80;21;59
2221;81;21;59
2222;82;21;65
2223;83;21;74
2224;84;21;74
2225;85;21;89
2226;86;21;89
2227;87;21;119
2228;88;21;149
2229;89;21;175
2230;90;21;178
2231;91;21;210
2232;92;21;223
2233;93;21;263
2234;94;21;298
2235;95;21;328
2236;96;21;372
2237;97;21;745
2238;98;21;17
2239;99;21;21
2240;100;21;26
2241;101;21;35
2242;102;21;39
2243;103;21;52
2244;104;21;52
2245;105;21;65
2246;106;21;78
2247;107;21;131
2248;1;22;8
2249;2;22;14
2250;3;22;17
2251;4;22;21
2252;5;22;23
2253;6;22;29
2254;7;22;10
2255;8;22;10
2256;9;22;17
2257;10;22;20
2258;11;22;27
2259;12;22;30
2260;13;22;34
2261;14;22;41
2262;15;22;51
2263;16;22;51
2264;17;22;57
2265;18;22;58
2266;19;22;68
2267;20;22;82
2268;21;22;76
2269;22;22;102
2270;23;22;102
2271;24;22;112
2272;25;22;119
2273;26;22;136
2274;27;22;147
2275;28;22;152
2276;29;22;205
2277;30;22;205
2278;31;22;222
2279;32;22;228
2280;33;22;170
2281;34;22;304
2282;35;22;304
2283;36;22;696
2284;37;22;10
2285;38;22;13
2286;39;22;17
2287;40;22;20
2288;41;22;25
2289;42;22;30
2290;43;22;41
2291;44;22;51
2292;45;22;68
2293;46;22;36
2294;47;22;76
2295;48;22;76
2296;49;22;76
2297;50;22;76
2298;51;22;76
2299;52;22;152
2300;53;22;256
2301;54;22;341
2302;55;22;341
2303;56;22;812
2304;57;22;68
2305;58;22;170
2306;59;22;256
2307;60;22;30
2308;61;22;38
2309;62;22;43
2310;63;22;51
2311;64;22;56
2312;65;22;64
2313;66;22;29
2314;67;22;17
2315;68;22;25
2316;69;22;34
2317;70;22;8
2318;71;22;10
2319;72;22;14
2320;73;22;17
2321;74;22;20
2322;75;22;29
2323;76;22;30
2324;77;22;43
2325;78;22;43
2326;79;22;51
2327;80;22;58
2328;81;22;58
2329;82;22;64
2330;83;22;72
2331;84;22;72
2332;85;22;87
2333;86;22;87
2334;87;22;116
2335;88;22;145
2336;89;22;170
2337;90;22;174
2338;91;22;205
2339;92;22;217
2340;93;22;240
2341;94;22;290
2342;95;22;319
2343;96;22;363
2344;97;22;696
2345;98;22;17
2346;99;22;20
2347;100;22;25
2348;101;22;34
2349;102;22;38
2350;103;22;51
2351;104;22;51
2352;105;22;64
2353;106;22;76
2354;107;22;128
2355;1;23;8
2356;2;23;13
2357;3;23;16
2358;4;23;20
2359;5;23;21
2360;6;23;27
2361;7;23;9
2362;8;23;11
2363;9;23;16
2364;10;23;19
2365;11;23;22
2366;12;23;22
2367;13;23;32
2368;14;23;38
2369;15;23;40
2370;16;23;48
2371;17;23;40
2372;18;23;54
2373;19;23;64
2374;20;23;76
2375;21;23;80
2376;22;23;80
2377;23;23;96
2378;24;23;80
2379;25;23;112
2380;26;23;120
2381;27;23;137
2382;28;23;160
2383;29;23;160
2384;30;23;192
2385;31;23;208
2386;32;23;160
2387;33;23;170
2388;34;23;320
2389;35;23;320
2390;36;23;720
2391;37;23;9
2392;38;23;12
2393;39;23;16
2394;40;23;19
2395;41;23;24
2396;42;23;32
2397;43;23;38
2398;44;23;48
2399;45;23;64
2400;46;23;38
2401;47;23;80
2402;48;23;80
2403;49;23;80
2404;50;23;80
2405;51;23;80
2406;52;23;160
2407;53;23;200
2408;54;23;200
2409;55;23;320
2410;56;23;800
2411;57;23;60
2412;58;23;160
2413;59;23;240
2414;60;23;28
2415;61;23;36
2416;62;23;40
2417;63;23;48
2418;64;23;52
2419;65;23;60
2420;66;23;27
2421;67;23;16
2422;68;23;24
2423;69;23;32
2424;70;23;7
2425;71;23;9
2426;72;23;13
2427;73;23;16
2428;74;23;20
2429;75;23;27
2430;76;23;28
2431;77;23;40
2432;78;23;40
2433;79;23;40
2434;80;23;54
2435;81;23;54
2436;82;23;60
2437;83;23;68
2438;84;23;68
2439;85;23;81
2440;86;23;81
2441;87;23;108
2442;88;23;136
2443;89;23;160
2444;90;23;163
2445;91;23;192
2446;92;23;204
2447;93;23;240
2448;94;23;272
2449;95;23;299
2450;96;23;340
2451;97;23;360
2452;98;23;16
2453;99;23;19
2454;100;23;24
2455;101;23;32
2456;102;23;36
2457;103;23;48
2458;104;23;48
2459;105;23;60
2460;106;23;72
2461;107;23;120
2462;1;24;8
2463;2;24;14
2464;3;24;17
2465;4;24;21
2466;5;24;23
2467;6;24;29
2468;7;24;10
2469;8;24;10
2470;9;24;17
2471;10;24;20
2472;11;24;27
2473;12;24;30
2474;13;24;34
2475;14;24;41
2476;15;24;51
2477;16;24;51
2478;17;24;57
2479;18;24;58
2480;19;24;68
2481;20;24;82
2482;21;24;76
2483;22;24;102
2484;23;24;102
2485;24;24;112
2486;25;24;119
2487;26;24;136
2488;27;24;147
2489;28;24;152
2490;29;24;205
2491;30;24;205
2492;31;24;222
2493;32;24;228
2494;33;24;170
2495;34;24;304
2496;35;24;304
2497;36;24;696
2498;37;24;10
2499;38;24;13
2500;39;24;17
2501;40;24;20
2502;41;24;25
2503;42;24;30
2504;43;24;41
2505;44;24;51
2506;45;24;68
2507;46;24;36
2508;47;24;76
2509;48;24;76
2510;49;24;76
2511;50;24;76
2512;51;24;76
2513;52;24;152
2514;53;24;256
2515;54;24;341
2516;55;24;341
2517;56;24;812
2518;57;24;68
2519;58;24;170
2520;59;24;256
2521;60;24;30
2522;61;24;38
2523;62;24;43
2524;63;24;51
2525;64;24;56
2526;65;24;64
2527;66;24;29
2528;67;24;17
2529;68;24;25
2530;69;24;34
2531;70;24;8
2532;71;24;10
2533;72;24;14
2534;73;24;17
2535;74;24;20
2536;75;24;29
2537;76;24;30
2538;77;24;43
2539;78;24;43
2540;79;24;51
2541;80;24;58
2542;81;24;58
2543;82;24;64
2544;83;24;72
2545;84;24;72
2546;85;24;87
2547;86;24;87
2548;87;24;116
2549;88;24;145
2550;89;24;170
2551;90;24;174
2552;91;24;205
2553;92;24;217
2554;93;24;240
2555;94;24;290
2556;95;24;319
2557;96;24;363
2558;97;24;696
2559;98;24;17
2560;99;24;20
2561;100;24;25
2562;101;24;34
2563;102;24;38
2564;103;24;51
2565;104;24;51
2566;105;24;64
2567;106;24;76
2568;107;24;128
